Reporting Area,Current MMWR Year,MMWR WEEK,Label,Current week,"Current week, flag",Previous 52 week Max,"Previous 52 weeks Max, flag",Cumulative YTD Current MMWR Year,"Cumulative YTD Current MMWR Year, flag",Cumulative YTD Previous MMWR Year,"Cumulative YTD Previous MMWR Year, flag",LOCATION1,LOCATION2,sort_order,geocode
Guam,2025,11,Pertussis,,-,1,,,-,,-,Guam,,20251105316,
Puerto Rico,2025,11,Pertussis,,-,4,,,-,8,,Puerto Rico,,20251105317,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,11,Pertussis,,-,0,,,-,,-,U.S. Virgin Islands,,20251105318,
Non-U.S. Residents,2025,11,Pertussis,,-,1,,,-,,-,,Non-U.S. Residents,20251105319,
Total,2025,11,Pertussis,158.0,,"1,676",,"6,154",,"2,523",,,Total,20251105320,
U.S. Residents,2025,12,"Measles, Imported",,-,8,,12,,14,,,U.S. Residents,20251204341,
New England,2025,12,"Measles, Imported",,-,1,,1,,,-,,New England,20251204342,
Connecticut,2025,12,"Measles, Imported",,-,0,,,-,,-,Connecticut,,20251204343,POINT (-72.67398 41.76381)
Maine,2025,12,"Measles, Imported",,-,0,,,-,,-,Maine,,20251204344,POINT (-69.77631 44.31804)
Massachusetts,2025,12,"Measles, Imported",,-,0,,,-,,-,Massachusetts,,20251204345,POINT (-71.05675 42.35866)
New Hampshire,2025,12,"Measles, Imported",,-,0,,,-,,-,New Hampshire,,20251204346,POINT (-71.53661 43.20725)
Rhode Island,2025,12,"Measles, Imported",,-,0,,,-,,-,Rhode Island,,20251204347,POINT (-71.41198 41.82388)
Vermont,2025,12,"Measles, Imported",,-,1,,1,,,-,Vermont,,20251204348,POINT (-72.57627 44.26029)
Middle Atlantic,2025,12,"Measles, Imported",,-,2,,5,,4,,,Middle Atlantic,20251204349,
New Jersey,2025,12,"Measles, Imported",,-,1,,1,,,-,New Jersey,,20251204350,POINT (-74.75948 40.21794)
New York,2025,12,"Measles, Imported",,-,1,,1,,,-,New York,,20251204351,POINT (-73.75522 42.65155)
New York City,2025,12,"Measles, Imported",,-,2,,2,,4,,New York City,,20251204352,POINT (-73.75522 42.65155)
Pennsylvania,2025,12,"Measles, Imported",,-,1,,1,,,-,Pennsylvania,,20251204353,POINT (-76.88224 40.25986)
East North Central,2025,12,"Measles, Imported",,-,1,,1,,3,,,East North Central,20251204354,
Illinois,2025,12,"Measles, Imported",,-,0,,,-,,-,Illinois,,20251204355,POINT (-89.64361 39.8013)
Indiana,2025,12,"Measles, Imported",,-,0,,,-,,-,Indiana,,20251204356,POINT (-86.15013 39.76691)
Michigan,2025,12,"Measles, Imported",,-,1,,1,,2,,Michigan,,20251204357,POINT (-84.55226 42.73194)
Ohio,2025,12,"Measles, Imported",,-,1,,,-,1,,Ohio,,20251204358,POINT (-83.00276 39.96199)
Wisconsin,2025,12,"Measles, Imported",,-,0,,,-,,-,Wisconsin,,20251204359,POINT (-89.38645 43.07313)
West North Central,2025,12,"Measles, Imported",,-,3,,,-,1,,,West North Central,20251204360,
Iowa,2025,12,"Measles, Imported",,-,0,,,-,,-,Iowa,,20251204361,POINT (-93.61539 41.58981)
Kansas,2025,12,"Measles, Imported",,-,0,,,-,,-,Kansas,,20251204362,POINT (-95.67119 39.04931)
Minnesota,2025,12,"Measles, Imported",,-,3,,,-,1,,Minnesota,,20251204363,POINT (-93.09649 44.94339)
Missouri,2025,12,"Measles, Imported",,-,0,,,-,,-,Missouri,,20251204364,POINT (-92.17785 38.57751)
Nebraska,2025,12,"Measles, Imported",,-,0,,,-,,-,Nebraska,,20251204365,POINT (-96.70731 40.81362)
North Dakota,2025,12,"Measles, Imported",,-,0,,,-,,-,North Dakota,,20251204366,POINT (-100.7797 46.80536)
South Dakota,2025,12,"Measles, Imported",,-,0,,,-,,-,South Dakota,,20251204367,POINT (-100.34987 44.36917)
South Atlantic,2025,12,"Measles, Imported",,-,2,,,-,3,,,South Atlantic,20251204368,POINT (-100.34987 44.36917)
Delaware,2025,12,"Measles, Imported",,-,0,,,-,,-,Delaware,,20251204369,POINT (-75.52474 39.15803)
District of Columbia,2025,12,"Measles, Imported",,-,1,,,-,,-,District of Columbia,,20251204370,
Florida,2025,12,"Measles, Imported",,-,1,,,-,1,,Florida,,20251204371,POINT (-84.28065 30.43978)
Georgia,2025,12,"Measles, Imported",,-,1,,,-,,-,Georgia,,20251204372,POINT (-84.39111 33.74831)
Maryland,2025,12,"Measles, Imported",,-,0,,,-,1,,Maryland,,20251204373,POINT (-76.49015 38.97678)
North Carolina,2025,12,"Measles, Imported",,-,1,,,-,,-,North Carolina,,20251204374,POINT (-78.6427 35.78547)
South Carolina,2025,12,"Measles, Imported",,-,0,,,-,,-,South Carolina,,20251204375,POINT (-81.04537 33.99882)
Virginia,2025,12,"Measles, Imported",,-,0,,,-,1,,Virginia,,20251204376,POINT (-77.43367 37.54068)
West Virginia,2025,12,"Measles, Imported",,-,1,,,-,,-,West Virginia,,20251204377,POINT (-81.63896 38.35016)
East South Central,2025,12,"Measles, Imported",,-,1,,1,,,-,,East South Central,20251204378,
Alabama,2025,12,"Measles, Imported",,-,0,,,-,,-,Alabama,,20251204379,POINT (-86.30006 32.38015)
Kentucky,2025,12,"Measles, Imported",,-,1,,1,,,-,Kentucky,,20251204380,POINT (-84.8787 38.19507)
Mississippi,2025,12,"Measles, Imported",,-,0,,,-,,-,Mississippi,,20251204381,POINT (-90.18045 32.29896)
Tennessee,2025,12,"Measles, Imported",,-,1,,,-,,-,Tennessee,,20251204382,POINT (-86.77817 36.16784)
West South Central,2025,12,"Measles, Imported",,-,1,,,-,,-,,West South Central,20251204383,
Arkansas,2025,12,"Measles, Imported",,-,0,,,-,,-,Arkansas,,20251204384,POINT (-92.27486 34.7487)
Louisiana,2025,12,"Measles, Imported",,-,1,,,-,,-,Louisiana,,20251204385,POINT (-91.18665 30.44335)
Oklahoma,2025,12,"Measles, Imported",,-,0,,,-,,-,Oklahoma,,20251204386,POINT (-97.52107 35.47203)
Texas,2025,12,"Measles, Imported",,-,0,,,-,,-,Texas,,20251204387,POINT (-97.743 30.26759)
Mountain,2025,12,"Measles, Imported",,-,2,,,-,,-,,Mountain,20251204388,
Arizona,2025,12,"Measles, Imported",,-,1,,,-,,-,Arizona,,20251204389,POINT (-112.07581 33.44825)
Colorado,2025,12,"Measles, Imported",,-,0,,,-,,-,Colorado,,20251204390,POINT (-104.99203 39.74001)
Idaho,2025,12,"Measles, Imported",,-,0,,,-,,-,Idaho,,20251204391,POINT (-116.19341 43.60764)
Montana,2025,12,"Measles, Imported",,-,0,,,-,,-,Montana,,20251204392,POINT (-112.02066 46.58976)
Nevada,2025,12,"Measles, Imported",,-,0,,,-,,-,Nevada,,20251204393,POINT (-119.76698 39.16505)
New Mexico,2025,12,"Measles, Imported",,-,2,,,-,,-,New Mexico,,20251204394,POINT (-105.93825 35.69177)
Utah,2025,12,"Measles, Imported",,-,0,,,-,,-,Utah,,20251204395,POINT (-111.88822 40.76031)
Wyoming,2025,12,"Measles, Imported",,-,0,,,-,,-,Wyoming,,20251204396,POINT (-104.82155 41.13481)
Pacific,2025,12,"Measles, Imported",,-,1,,4,,3,,,Pacific,20251204397,
Alaska,2025,12,"Measles, Imported",,-,1,,2,,,-,Alaska,,20251204398,POINT (-134.4068 58.29973)
California,2025,12,"Measles, Imported",,-,1,,2,,2,,California,,20251204399,POINT (-121.49086 38.57944)
Hawaii,2025,12,"Measles, Imported",,-,0,,,-,,-,Hawaii,,20251204400,POINT (-157.85788 21.30493)
Oregon,2025,12,"Measles, Imported",,-,1,,,-,,-,Oregon,,20251204401,POINT (-123.04382 44.93326)
Washington,2025,12,"Measles, Imported",,-,1,,,-,1,,Washington,,20251204402,POINT (-122.89167 47.03956)
U.S. Territories,2025,12,"Measles, Imported",,-,0,,,-,,-,,U.S. Territories,20251204403,
American Samoa,2025,12,"Measles, Imported",,-,0,,,-,,-,American Samoa,,20251204404,
Commonwealth of Northern Mariana Islands,2025,12,"Measles, Imported",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20251204405,
Guam,2025,12,"Measles, Imported",,-,0,,,-,,-,Guam,,20251204406,
Puerto Rico,2025,12,"Measles, Imported",,-,0,,,-,,-,Puerto Rico,,20251204407,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,12,"Measles, Imported",,-,0,,,-,,-,U.S. Virgin Islands,,20251204408,
Non-U.S. Residents,2025,12,"Measles, Imported",,-,0,,,-,,-,,Non-U.S. Residents,20251204409,
Total,2025,12,"Measles, Imported",,-,8,,12,,14,,,Total,20251204410,
U.S. Residents,2025,12,"Measles, Indigenous",22.0,,39,,176,,85,,,U.S. Residents,20251204411,
New England,2025,12,"Measles, Indigenous",,-,3,,,-,,-,,New England,20251204412,
Connecticut,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Connecticut,,20251204413,POINT (-72.67398 41.76381)
Maine,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Maine,,20251204414,POINT (-69.77631 44.31804)
Massachusetts,2025,12,"Measles, Indigenous",,-,1,,,-,,-,Massachusetts,,20251204415,POINT (-71.05675 42.35866)
New Hampshire,2025,12,"Measles, Indigenous",,-,1,,,-,,-,New Hampshire,,20251204416,POINT (-71.53661 43.20725)
Rhode Island,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Rhode Island,,20251204417,POINT (-71.41198 41.82388)
Vermont,2025,12,"Measles, Indigenous",,-,1,,,-,,-,Vermont,,20251204418,POINT (-72.57627 44.26029)
Middle Atlantic,2025,12,"Measles, Indigenous",,-,2,,3,,3,,,Middle Atlantic,20251204419,
New Jersey,2025,12,"Measles, Indigenous",,-,2,,2,,1,,New Jersey,,20251204420,POINT (-74.75948 40.21794)
New York,2025,12,"Measles, Indigenous",,-,0,,,-,,-,New York,,20251204421,POINT (-73.75522 42.65155)
New York City,2025,12,"Measles, Indigenous",,-,2,,,-,,-,New York City,,20251204422,POINT (-73.75522 42.65155)
Pennsylvania,2025,12,"Measles, Indigenous",,-,1,,1,,2,,Pennsylvania,,20251204423,POINT (-76.88224 40.25986)
East North Central,2025,12,"Measles, Indigenous",5.0,,36,,5,,55,,,East North Central,20251204424,
Illinois,2025,12,"Measles, Indigenous",,-,35,,,-,48,,Illinois,,20251204425,POINT (-89.64361 39.8013)
Indiana,2025,12,"Measles, Indigenous",,-,0,,,-,1,,Indiana,,20251204426,POINT (-86.15013 39.76691)
Michigan,2025,12,"Measles, Indigenous",,-,1,,,-,2,,Michigan,,20251204427,POINT (-84.55226 42.73194)
Ohio,2025,12,"Measles, Indigenous",5.0,,1,,5,,4,,Ohio,,20251204428,POINT (-83.00276 39.96199)
Wisconsin,2025,12,"Measles, Indigenous",,-,1,,,-,,-,Wisconsin,,20251204429,POINT (-89.38645 43.07313)
West North Central,2025,12,"Measles, Indigenous",4.0,,11,,13,,4,,,West North Central,20251204430,
Iowa,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Iowa,,20251204431,POINT (-93.61539 41.58981)
Kansas,2025,12,"Measles, Indigenous",4.0,,6,,13,,,-,Kansas,,20251204432,POINT (-95.67119 39.04931)
Minnesota,2025,12,"Measles, Indigenous",,-,11,,,-,2,,Minnesota,,20251204433,POINT (-93.09649 44.94339)
Missouri,2025,12,"Measles, Indigenous",,-,0,,,-,2,,Missouri,,20251204434,POINT (-92.17785 38.57751)
Nebraska,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Nebraska,,20251204435,POINT (-96.70731 40.81362)
North Dakota,2025,12,"Measles, Indigenous",,-,0,,,-,,-,North Dakota,,20251204436,POINT (-100.7797 46.80536)
South Dakota,2025,12,"Measles, Indigenous",,-,1,,,-,,-,South Dakota,,20251204437,POINT (-100.34987 44.36917)
South Atlantic,2025,12,"Measles, Indigenous",,-,1,,1,,12,,,South Atlantic,20251204438,POINT (-100.34987 44.36917)
Delaware,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Delaware,,20251204439,POINT (-75.52474 39.15803)
District of Columbia,2025,12,"Measles, Indigenous",,-,0,,,-,,-,District of Columbia,,20251204440,
Florida,2025,12,"Measles, Indigenous",,-,1,,1,,10,,Florida,,20251204441,POINT (-84.28065 30.43978)
Georgia,2025,12,"Measles, Indigenous",,-,1,,,-,2,,Georgia,,20251204442,POINT (-84.39111 33.74831)
Maryland,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Maryland,,20251204443,POINT (-76.49015 38.97678)
North Carolina,2025,12,"Measles, Indigenous",,-,0,,,-,,-,North Carolina,,20251204444,POINT (-78.6427 35.78547)
South Carolina,2025,12,"Measles, Indigenous",,-,1,,,-,,-,South Carolina,,20251204445,POINT (-81.04537 33.99882)
Virginia,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Virginia,,20251204446,POINT (-77.43367 37.54068)
West Virginia,2025,12,"Measles, Indigenous",,-,0,,,-,,-,West Virginia,,20251204447,POINT (-81.63896 38.35016)
East South Central,2025,12,"Measles, Indigenous",,-,1,,,-,,-,,East South Central,20251204448,
Alabama,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Alabama,,20251204449,POINT (-86.30006 32.38015)
Kentucky,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Kentucky,,20251204450,POINT (-84.8787 38.19507)
Mississippi,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Mississippi,,20251204451,POINT (-90.18045 32.29896)
Tennessee,2025,12,"Measles, Indigenous",,-,1,,,-,,-,Tennessee,,20251204452,POINT (-86.77817 36.16784)
West South Central,2025,12,"Measles, Indigenous",13.0,,31,,133,,2,,,West South Central,20251204453,
Arkansas,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Arkansas,,20251204454,POINT (-92.27486 34.7487)
Louisiana,2025,12,"Measles, Indigenous",,-,0,,,-,2,,Louisiana,,20251204455,POINT (-91.18665 30.44335)
Oklahoma,2025,12,"Measles, Indigenous",3.0,,1,,3,,,-,Oklahoma,,20251204456,POINT (-97.52107 35.47203)
Texas,2025,12,"Measles, Indigenous",10.0,,31,,130,,,-,Texas,,20251204457,POINT (-97.743 30.26759)
Mountain,2025,12,"Measles, Indigenous",,-,7,,15,,4,,,Mountain,20251204458,
Arizona,2025,12,"Measles, Indigenous",,-,0,,,-,4,,Arizona,,20251204459,POINT (-112.07581 33.44825)
Colorado,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Colorado,,20251204460,POINT (-104.99203 39.74001)
Idaho,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Idaho,,20251204461,POINT (-116.19341 43.60764)
Montana,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Montana,,20251204462,POINT (-112.02066 46.58976)
Nevada,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Nevada,,20251204463,POINT (-119.76698 39.16505)
New Mexico,2025,12,"Measles, Indigenous",,-,7,,15,,,-,New Mexico,,20251204464,POINT (-105.93825 35.69177)
Utah,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Utah,,20251204465,POINT (-111.88822 40.76031)
Wyoming,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Wyoming,,20251204466,POINT (-104.82155 41.13481)
Pacific,2025,12,"Measles, Indigenous",,-,9,,6,,5,,,Pacific,20251204467,
Alaska,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Alaska,,20251204468,POINT (-134.4068 58.29973)
California,2025,12,"Measles, Indigenous",,-,3,,6,,3,,California,,20251204469,POINT (-121.49086 38.57944)
Hawaii,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Hawaii,,20251204470,POINT (-157.85788 21.30493)
Oregon,2025,12,"Measles, Indigenous",,-,9,,,-,,-,Oregon,,20251204471,POINT (-123.04382 44.93326)
Washington,2025,12,"Measles, Indigenous",,-,1,,,-,2,,Washington,,20251204472,POINT (-122.89167 47.03956)
U.S. Territories,2025,12,"Measles, Indigenous",,-,0,,,-,,-,,U.S. Territories,20251204473,
American Samoa,2025,12,"Measles, Indigenous",,-,0,,,-,,-,American Samoa,,20251204474,
Commonwealth of Northern Mariana Islands,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20251204475,
Guam,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Guam,,20251204476,
Puerto Rico,2025,12,"Measles, Indigenous",,-,0,,,-,,-,Puerto Rico,,20251204477,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,12,"Measles, Indigenous",,-,0,,,-,,-,U.S. Virgin Islands,,20251204478,
Non-U.S. Residents,2025,12,"Measles, Indigenous",,-,0,,,-,,-,,Non-U.S. Residents,20251204479,
Total,2025,12,"Measles, Indigenous",22.0,,39,,176,,85,,,Total,20251204480,
U.S. Residents,2025,12,"Meningococcal disease, All serogroups",8.0,,21,,93,,176,,,U.S. Residents,20251204551,
New England,2025,12,"Meningococcal disease, All serogroups",1.0,,2,,6,,6,,,New England,20251204552,
Connecticut,2025,12,"Meningococcal disease, All serogroups",1.0,,2,,5,,2,,Connecticut,,20251204553,POINT (-72.67398 41.76381)
Maine,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Maine,,20251204554,POINT (-69.77631 44.31804)
Massachusetts,2025,12,"Meningococcal disease, All serogroups",,-,2,,1,,3,,Massachusetts,,20251204555,POINT (-71.05675 42.35866)
New Hampshire,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,New Hampshire,,20251204556,POINT (-71.53661 43.20725)
Rhode Island,2025,12,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Rhode Island,,20251204557,POINT (-71.41198 41.82388)
Vermont,2025,12,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Vermont,,20251204558,POINT (-72.57627 44.26029)
Middle Atlantic,2025,12,"Meningococcal disease, All serogroups",1.0,,5,,14,,25,,,Middle Atlantic,20251204559,
New Jersey,2025,12,"Meningococcal disease, All serogroups",,-,3,,4,,9,,New Jersey,,20251204560,POINT (-74.75948 40.21794)
New York,2025,12,"Meningococcal disease, All serogroups",1.0,,3,,5,,6,,New York,,20251204561,POINT (-73.75522 42.65155)
New York City,2025,12,"Meningococcal disease, All serogroups",,-,2,,2,,8,,New York City,,20251204562,POINT (-73.75522 42.65155)
Pennsylvania,2025,12,"Meningococcal disease, All serogroups",,-,2,,3,,2,,Pennsylvania,,20251204563,POINT (-76.88224 40.25986)
East North Central,2025,12,"Meningococcal disease, All serogroups",1.0,,5,,13,,16,,,East North Central,20251204564,
Illinois,2025,12,"Meningococcal disease, All serogroups",,-,3,,5,,5,,Illinois,,20251204565,POINT (-89.64361 39.8013)
Indiana,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,2,,Indiana,,20251204566,POINT (-86.15013 39.76691)
Michigan,2025,12,"Meningococcal disease, All serogroups",,-,2,,2,,4,,Michigan,,20251204567,POINT (-84.55226 42.73194)
Ohio,2025,12,"Meningococcal disease, All serogroups",1.0,,2,,6,,4,,Ohio,,20251204568,POINT (-83.00276 39.96199)
Wisconsin,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Wisconsin,,20251204569,POINT (-89.38645 43.07313)
West North Central,2025,12,"Meningococcal disease, All serogroups",,-,2,,,-,4,,,West North Central,20251204570,
Iowa,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Iowa,,20251204571,POINT (-93.61539 41.58981)
Kansas,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Kansas,,20251204572,POINT (-95.67119 39.04931)
Minnesota,2025,12,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Minnesota,,20251204573,POINT (-93.09649 44.94339)
Missouri,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,3,,Missouri,,20251204574,POINT (-92.17785 38.57751)
Nebraska,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Nebraska,,20251204575,POINT (-96.70731 40.81362)
North Dakota,2025,12,"Meningococcal disease, All serogroups",,-,0,,,-,,-,North Dakota,,20251204576,POINT (-100.7797 46.80536)
South Dakota,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,South Dakota,,20251204577,POINT (-100.34987 44.36917)
South Atlantic,2025,12,"Meningococcal disease, All serogroups",1.0,,6,,21,,43,,,South Atlantic,20251204578,POINT (-100.34987 44.36917)
Delaware,2025,12,"Meningococcal disease, All serogroups",,-,1,,1,,2,,Delaware,,20251204579,POINT (-75.52474 39.15803)
District of Columbia,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,District of Columbia,,20251204580,
Florida,2025,12,"Meningococcal disease, All serogroups",1.0,,2,,11,,13,,Florida,,20251204581,POINT (-84.28065 30.43978)
Georgia,2025,12,"Meningococcal disease, All serogroups",,-,2,,,-,12,,Georgia,,20251204582,POINT (-84.39111 33.74831)
Maryland,2025,12,"Meningococcal disease, All serogroups",,-,1,,3,,4,,Maryland,,20251204583,POINT (-76.49015 38.97678)
North Carolina,2025,12,"Meningococcal disease, All serogroups",,-,2,,1,,2,,North Carolina,,20251204584,POINT (-78.6427 35.78547)
South Carolina,2025,12,"Meningococcal disease, All serogroups",,-,2,,2,,1,,South Carolina,,20251204585,POINT (-81.04537 33.99882)
Virginia,2025,12,"Meningococcal disease, All serogroups",,-,3,,3,,9,,Virginia,,20251204586,POINT (-77.43367 37.54068)
West Virginia,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,West Virginia,,20251204587,POINT (-81.63896 38.35016)
East South Central,2025,12,"Meningococcal disease, All serogroups",1.0,,4,,6,,12,,,East South Central,20251204588,
Alabama,2025,12,"Meningococcal disease, All serogroups",,-,2,,3,,5,,Alabama,,20251204589,POINT (-86.30006 32.38015)
Kentucky,2025,12,"Meningococcal disease, All serogroups",,-,2,,1,,1,,Kentucky,,20251204590,POINT (-84.8787 38.19507)
Mississippi,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Mississippi,,20251204591,POINT (-90.18045 32.29896)
Tennessee,2025,12,"Meningococcal disease, All serogroups",1.0,,2,,2,,6,,Tennessee,,20251204592,POINT (-86.77817 36.16784)
West South Central,2025,12,"Meningococcal disease, All serogroups",,-,3,,3,,22,,,West South Central,20251204593,
Arkansas,2025,12,"Meningococcal disease, All serogroups",,-,2,,1,,,-,Arkansas,,20251204594,POINT (-92.27486 34.7487)
Louisiana,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,2,,Louisiana,,20251204595,POINT (-91.18665 30.44335)
Oklahoma,2025,12,"Meningococcal disease, All serogroups",,-,1,,1,,1,,Oklahoma,,20251204596,POINT (-97.52107 35.47203)
Texas,2025,12,"Meningococcal disease, All serogroups",,-,2,,1,,19,,Texas,,20251204597,POINT (-97.743 30.26759)
Mountain,2025,12,"Meningococcal disease, All serogroups",,-,3,,15,,21,,,Mountain,20251204598,
Arizona,2025,12,"Meningococcal disease, All serogroups",,-,2,,8,,9,,Arizona,,20251204599,POINT (-112.07581 33.44825)
Colorado,2025,12,"Meningococcal disease, All serogroups",,-,2,,6,,9,,Colorado,,20251204600,POINT (-104.99203 39.74001)
Idaho,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Idaho,,20251204601,POINT (-116.19341 43.60764)
Montana,2025,12,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Montana,,20251204602,POINT (-112.02066 46.58976)
Nevada,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Nevada,,20251204603,POINT (-119.76698 39.16505)
New Mexico,2025,12,"Meningococcal disease, All serogroups",,-,1,,1,,1,,New Mexico,,20251204604,POINT (-105.93825 35.69177)
Utah,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Utah,,20251204605,POINT (-111.88822 40.76031)
Wyoming,2025,12,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Wyoming,,20251204606,POINT (-104.82155 41.13481)
Pacific,2025,12,"Meningococcal disease, All serogroups",3.0,,7,,15,,27,,,Pacific,20251204607,
Alaska,2025,12,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Alaska,,20251204608,POINT (-134.4068 58.29973)
